pet_id,customer_id,wet_food_order_number,pet_has_active_subscription,pet_food_tier,pet_allergen_list,pet_fav_flavour_list,pet_health_issue_list,neutered,gender,pet_breed_size,signup_promo,ate_wet_food_pre_tails,dry_food_brand_pre_tails,pet_life_stage_at_order,total_order_kcal,total_web_sessions,total_web_sessions_since_last_order,total_minutes_on_website,avg_minutes_per_session,total_engagement,user_cluster
2.19061e+18,1.20097e+18,0,1,0,0,0,1,1,1,2,0,0,1,2,101277.93,9,2,398,39.8,11,1
2.19213e+18,1.25311e+19,0,0,1,0,1,0,0,1,1,1,0,0,1,46233.888,26,12,724,26.814814814814813,38,0
2.19233e+18,1.3813e+18,0,1,1,0,1,0,0,1,1,1,0,0,1,24717.805,2,1,37,12.333333333333334,3,0
2.19619e+18,1.06635e+19,1,0,1,0,1,0,0,1,1,1,0,0,1,58019.968,63,23,6204,96.9375,86,0
2.20097e+18,9.70229e+17,0,1,1,0,1,0,0,1,1,1,0,0,1,171090.346,143,37,8543,59.326388888888886,180,1
2.20739e+18,3.47343e+18,0,1,1,0,1,0,0,1,1,1,0,0,1,38140.048,16,5,19,1.1176470588235294,21,0
2.20787e+18,1.6179e+19,0,0,1,0,1,0,1,1,1,1,0,0,1,158469.245,15,5,2465,154.0625,20,1
2.2096e+18,1.4172e+19,0,1,0,0,0,0,0,1,3,1,0,1,1,147135.674,93,23,491,5.223404255319149,116,1
2.21231e+18,1.10443e+19,0,1,0,0,0,0,0,1,3,1,1,1,1,42768.203,24,7,1379,55.16,31,0
2.21318e+18,6.74251e+18,0,1,1,0,0,0,0,2,1,0,1,1,1,140710.592,31,18,89,2.78125,49,1
2.2153e+18,2.38853e+18,0,0,1,0,0,0,1,2,1,0,1,1,1,6010.965,2,1,1006,335.3333333333333,3,0
2.21985e+18,2.9828e+18,0,1,0,1,1,1,1,2,3,1,0,1,1,90852.1605,10,6,317,28.818181818181817,16,0
2.22016e+18,1.61412e+19,0,0,0,1,1,1,0,2,3,1,1,1,1,27122.5445,15,9,1893,118.3125,24,0
2.22049e+18,3.02467e+18,0,0,0,1,1,1,1,2,3,1,0,1,1,174406.941,191,40,9719,50.619791666666664,231,1
2.22278e+18,1.48941e+19,0,1,0,1,1,1,1,2,3,1,0,1,1,88419.811,25,2,1181,45.42307692307692,27,0
2.22343e+18,1.00013e+19,0,1,0,1,1,1,0,2,3,1,0,1,1,91483.0555,13,5,51,3.642857142857143,18,0
2.22395e+18,1.38526e+19,0,0,0,1,1,1,0,2,3,1,0,1,1,55034.885,10,3,30,2.727272727272727,13,0
2.22457e+18,1.62403e+18,0,0,0,1,1,1,0,2,3,1,1,1,1,4836.381,5,3,457,76.16666666666667,8,0
2.22568e+18,4.99782e+18,1,0,0,1,1,1,0,2,3,1,1,1,1,53683.175,3,1,30,7.5,4,0
2.2289e+18,4.58437e+18,0,0,0,1,1,1,0,2,3,1,1,1,1,38356.5765,17,5,3339,185.5,22,0
2.22895e+18,1.01122e+19,0,0,0,1,1,1,1,2,3,1,0,1,1,12670.631,1,0,8,4.0,1,0
2.23103e+18,4.61821e+18,1,0,0,1,1,1,0,2,3,1,0,1,1,198661.2355,12,4,243,18.692307692307693,16,1
2.23164e+18,2.59676e+18,0,1,1,0,0,1,1,1,3,1,0,1,2,119501.99,6,1,55,7.857142857142857,7,1
2.23266e+18,3.61039e+18,1,1,1,1,0,1,1,1,3,1,1,1,1,19973.088,1,0,11,5.5,1,0
2.23386e+18,1.2976e+19,1,0,1,1,0,1,1,1,3,1,0,1,1,32267.384,7,2,72,9.0,9,0
2.23826e+18,9.03545e+17,1,0,1,1,0,1,0,1,3,1,1,1,1,341587.68,114,18,3195,27.782608695652176,132,2
2.23935e+18,5.10112e+17,0,1,1,1,0,1,0,1,3,1,1,1,1,235071.363,63,17,247,3.859375,80,1
2.23936e+18,4.32298e+18,0,1,1,1,0,1,0,1,3,1,0,1,1,215381.972,16,6,302,17.764705882352942,22,1
2.24354e+18,8.067e+17,1,1,1,1,0,1,1,1,3,1,1,1,1,76260.59,47,12,592,12.333333333333334,59,0
2.24369e+18,3.81073e+17,0,0,0,0,0,1,1,1,2,0,1,1,1,6253.529,4,2,37,7.4,6,0
2.24398e+18,1.19772e+18,1,0,0,0,0,1,0,1,2,0,0,1,1,50295.2,3,1,71,17.75,4,0
2.24488e+18,8.18281e+18,0,0,0,0,0,1,1,1,2,0,1,1,1,3020.03,1,0,350,175.0,1,0
2.24813e+18,9.22071e+18,1,0,0,0,0,1,0,1,2,0,1,1,1,99734.235,28,5,186,6.413793103448276,33,1
2.24895e+18,8.19886e+18,0,1,0,0,0,1,0,1,2,0,0,1,1,138993.922,9,2,967,96.7,11,1
2.24939e+18,1.23445e+19,1,0,0,0,0,1,1,1,2,0,0,1,1,36958.486,1,0,14,7.0,1,0
2.24978e+18,1.18419e+19,0,1,1,0,0,0,0,1,3,1,0,1,1,206706.9385,172,55,24815,143.43930635838151,227,1
2.25099e+18,1.59504e+19,0,1,1,0,0,0,1,2,1,0,0,1,1,81243.93,17,7,267,14.833333333333334,24,0
2.25106e+18,1.0263e+19,0,1,1,0,0,0,0,2,1,0,0,1,1,309599.204,109,15,3100,28.181818181818183,124,2
2.25141e+18,1.13401e+19,1,0,1,0,0,0,1,2,1,0,1,1,1,96717.473,38,12,734,18.82051282051282,50,1
2.25349e+18,1.263e+19,0,1,1,0,0,0,0,2,1,0,0,1,1,18848.5825,1,0,46,23.0,1,0
2.25833e+18,3.7505e+18,1,0,1,0,0,1,1,2,3,1,0,1,1,36642.154,6,2,99,14.142857142857142,8,0
2.25857e+18,1.65488e+19,0,0,1,0,0,1,0,2,3,1,0,1,1,32804.888,17,6,316,17.555555555555557,23,0
2.25985e+18,1.58853e+19,0,1,1,1,1,1,0,2,3,1,0,1,1,184441.33,132,30,6926,52.07518796992481,162,1
2.2625e+18,1.67813e+19,0,1,1,1,1,1,1,2,3,1,0,1,1,26933.315,3,1,32,8.0,4,0
2.26358e+18,1.60999e+19,1,1,1,1,1,1,1,2,3,1,0,1,1,71144.519,6,4,11,1.5714285714285714,10,0
2.26422e+18,1.11487e+19,0,1,1,1,0,1,1,1,1,0,0,1,1,119369.398,21,6,345,15.681818181818182,27,1
2.2659e+18,8.41193e+18,1,0,1,1,0,1,0,1,1,0,1,1,1,18507.11,4,3,46,9.2,7,0
2.26842e+18,1.71425e+19,1,0,1,1,0,1,1,1,1,0,1,1,1,42557.273,18,4,68,3.5789473684210527,22,0
2.26866e+18,4.35137e+18,0,1,1,1,0,1,0,1,1,0,0,1,1,66141.445,70,14,8383,118.07042253521126,84,0
2.26923e+18,4.65183e+18,0,1,1,1,0,1,0,1,1,0,1,1,1,65368.057,26,10,549,20.333333333333332,36,0
2.26987e+18,1.59967e+19,0,0,1,1,0,1,1,1,1,0,0,1,1,48665.499,6,1,50,7.142857142857143,7,0
2.27484e+18,1.21559e+19,0,1,1,1,0,1,1,1,1,0,0,1,1,154049.9205,12,6,1065,81.92307692307692,18,1
2.2763e+18,9.54369e+18,0,1,1,1,0,1,1,1,1,0,0,1,1,44506.077,12,8,828,63.69230769230769,20,0
2.27695e+18,1.81107e+19,1,1,1,1,0,1,1,1,1,0,1,1,1,173271.75,97,18,466,4.755102040816326,115,1
2.27787e+18,4.57402e+18,1,1,1,0,0,0,0,2,1,1,1,1,1,23594.9225,1,0,21,10.5,1,0
2.27809e+18,4.26788e+18,0,1,1,0,0,0,1,2,1,1,1,1,1,8164.789,0,0,0,0.0,0,0
2.27863e+18,1.0978e+19,1,0,1,0,0,0,1,2,1,1,1,1,1,26762.53,19,12,1187,59.35,31,0
2.2789e+18,3.47258e+18,1,0,1,0,0,0,1,2,1,1,1,1,1,54940.986,3,1,40,10.0,4,0
2.28152e+18,5.23107e+18,0,1,1,0,0,0,0,2,1,1,1,1,1,9605.02,2,0,146,48.666666666666664,2,0
2.2819e+18,8.99067e+18,0,1,1,0,0,0,0,2,1,1,0,1,1,29475.377,45,15,159,3.4565217391304346,60,0
2.2825e+18,2.30855e+18,0,1,1,0,0,0,1,2,1,1,0,1,1,140744.873,75,15,11203,147.4078947368421,90,1
2.28277e+18,8.76699e+18,0,0,1,0,0,0,0,2,1,1,0,1,1,47554.98,5,2,45,7.5,7,0
2.28353e+18,1.34158e+18,0,1,1,0,0,0,1,2,1,1,0,1,1,73939.45,11,5,96,8.0,16,0
2.29146e+18,9.62625e+18,0,0,1,0,0,0,0,2,1,1,1,1,1,19196.0745,1,0,11,5.5,1,0
2.29369e+18,2.62795e+18,1,1,0,0,0,1,1,1,2,0,1,1,2,91235.105,25,6,206,7.923076923076923,31,0
2.29842e+18,1.47954e+19,0,1,0,0,0,1,0,1,2,0,0,1,2,19753.734,3,1,745,186.25,4,0
2.2988e+18,4.7312e+18,0,0,0,0,0,1,0,1,2,0,0,1,2,90009.6215,87,26,930,10.568181818181818,113,0
2.30097e+18,1.30218e+19,1,0,1,0,0,1,1,2,3,1,1,0,2,96275.246,49,14,1626,32.52,63,1
2.3017e+18,1.01636e+19,0,1,0,1,1,1,0,2,3,0,0,1,1,113845.245,5,1,92,15.333333333333334,6,1
2.30432e+18,9.1635e+18,0,0,0,1,1,1,1,2,3,0,0,1,1,59143.294,2,0,24,8.0,2,0
2.30637e+18,9.43793e+18,0,0,0,1,1,1,0,2,3,0,0,1,1,104320.18,9,4,69,6.9,13,1
2.30638e+18,1.5782e+19,0,0,0,1,1,1,0,2,3,0,0,1,1,18635.8565,1,0,12,6.0,1,0
2.30668e+18,1.65569e+19,1,1,0,1,1,1,1,2,3,0,1,1,1,19077.51,2,0,56,18.666666666666668,2,0
2.30676e+18,1.82711e+19,0,1,0,1,1,1,1,2,3,0,0,1,1,46650.15,15,5,91,5.6875,20,0
2.30776e+18,4.27591e+18,0,0,0,1,1,1,1,2,3,0,0,1,1,24078.945,1,0,37,18.5,1,0
2.30783e+18,1.71293e+18,1,0,0,1,1,1,1,2,3,0,1,1,1,16491.175,3,1,543,135.75,4,0
2.30783e+18,1.70297e+19,1,1,0,1,1,1,1,2,3,0,1,1,1,20878.593,1,0,13,6.5,1,0
2.30812e+18,1.13885e+19,0,1,0,1,1,1,1,2,3,0,0,1,1,71537.376,14,6,695,46.333333333333336,20,0
2.30822e+18,1.6334e+18,1,1,0,1,1,1,1,2,3,0,0,1,1,9060.179,3,1,106,26.5,4,0
2.31034e+18,1.22571e+19,0,0,0,1,1,1,0,2,3,0,0,1,1,23347.6485,6,3,585,83.57142857142857,9,0
2.31172e+18,3.03429e+17,1,0,1,0,0,1,1,2,1,1,1,1,1,78106.2335,9,4,182,18.2,13,0
2.31182e+18,1.08295e+18,1,0,1,0,0,1,0,2,1,1,1,1,1,35735.18,11,9,244,20.333333333333332,20,0
2.31324e+18,8.07271e+18,0,1,1,0,0,1,0,2,1,1,0,1,1,61731.861,13,4,68,4.857142857142857,17,0
2.31618e+18,8.73544e+18,0,0,1,0,0,0,1,1,3,1,0,1,1,250535.562,94,18,4312,45.38947368421053,112,1
2.3164e+18,2.05348e+18,1,0,1,0,0,0,1,1,3,1,1,1,1,34129.785,2,0,18,6.0,2,0
2.31869e+18,2.32146e+18,0,1,1,0,0,0,1,1,3,1,0,1,1,47916.54,12,2,92,7.076923076923077,14,0
2.32029e+18,1.09478e+19,0,1,1,0,0,0,1,1,3,1,1,1,1,38313.055,2,0,28,9.333333333333334,2,0
2.32169e+18,9.94644e+18,0,1,1,0,0,0,1,1,3,1,0,1,1,26060.548,8,5,2548,283.1111111111111,13,0
2.32454e+18,1.31769e+19,0,1,1,0,0,0,0,1,3,1,0,1,1,88400.6945,14,8,52,3.466666666666667,22,0
2.32629e+18,1.1525e+19,1,1,1,0,0,0,0,1,3,1,1,1,1,39214.547,9,3,67,6.7,12,0
2.32871e+18,9.83582e+17,0,1,1,0,0,0,0,1,3,1,0,1,1,127671.554,26,8,184,6.814814814814815,34,1
2.33007e+18,8.24097e+18,0,1,1,0,0,0,0,1,3,1,1,1,1,5881.914,3,1,31,7.75,4,0
2.33203e+18,1.38399e+19,1,1,1,0,0,0,1,2,3,1,1,1,1,179503.164,229,50,13705,59.58695652173913,279,1
2.33794e+18,7.03668e+18,0,1,1,0,0,0,1,2,3,1,0,1,1,132212.552,37,5,186,4.894736842105263,42,1
2.33818e+18,1.31134e+19,0,1,1,0,0,0,0,2,3,1,0,1,1,146955.393,56,17,570,10.0,73,1
2.33836e+18,1.73969e+19,0,1,1,0,0,0,1,2,3,1,0,1,1,218244.561,105,13,5250,49.528301886792455,118,1
2.33909e+18,1.39405e+19,0,0,1,0,0,0,1,2,3,1,1,1,1,45474.67,11,5,91,7.583333333333333,16,0
2.34022e+18,6.64434e+18,0,0,1,0,0,0,0,2,3,1,0,1,1,22238.391,22,9,724,31.47826086956522,31,0
2.34055e+18,5.99684e+18,0,1,1,0,0,0,1,2,3,1,0,1,1,40112.576,11,8,19,1.5833333333333333,19,0
2.34382e+18,3.02677e+18,1,1,0,1,0,1,1,2,1,1,1,1,1,71522.585,13,5,668,47.714285714285715,18,0
2.34492e+18,1.5286e+19,0,1,0,1,0,1,0,2,1,1,0,1,1,202664.9995,42,19,839,19.511627906976745,61,1
2.34566e+18,7.99414e+17,0,0,0,1,0,1,0,2,1,1,0,1,1,8676.725,1,0,24,12.0,1,0
2.3468e+18,6.0197e+18,1,1,0,0,1,0,0,2,1,1,1,1,1,102841.343,11,3,432,36.0,14,1
2.34877e+18,1.43202e+19,0,0,0,0,1,0,0,2,1,1,0,1,1,75629.4,6,3,136,19.428571428571427,9,0
2.34987e+18,2.56602e+18,0,0,0,0,1,0,0,2,1,1,0,1,1,12607.635,1,0,110,55.0,1,0
2.3501e+18,9.22748e+18,0,0,0,0,1,0,1,2,1,1,0,1,1,74106.06,38,14,206,5.282051282051282,52,0
2.35168e+18,1.17271e+19,0,1,0,0,1,0,0,2,1,1,0,1,1,24729.248,3,1,94,23.5,4,0
2.35341e+18,5.35754e+18,0,0,0,0,1,0,0,2,1,1,0,1,1,10292.405,1,0,22,11.0,1,0
2.35692e+18,1.13484e+19,0,1,0,0,0,0,1,1,3,1,1,1,1,12734.16,5,1,164,27.333333333333332,6,0
2.35692e+18,1.53847e+19,1,1,1,0,0,1,0,2,1,1,1,1,1,127455.4585,99,40,1826,18.26,139,1
2.35813e+18,7.10929e+18,0,0,1,0,0,1,1,2,1,1,0,1,1,55110.729,4,1,48,9.6,5,0
2.36091e+18,1.69435e+18,0,1,1,0,0,1,1,2,1,1,1,1,1,25353.62,10,1,11,1.0,11,0
2.36387e+18,1.2562e+19,1,1,1,0,0,1,1,2,1,1,1,1,1,20801.655,7,4,71,8.875,11,0
2.36407e+18,1.76385e+19,0,1,1,0,0,1,0,2,1,1,0,1,1,65426.5925,3,1,29,7.25,4,0
2.36635e+18,7.1498e+18,0,0,1,0,0,1,1,2,1,1,0,1,1,109406.518,49,10,654,13.08,59,1
2.3664e+18,3.74342e+18,0,1,1,0,0,1,0,2,1,1,0,1,1,23003.512,3,1,47,11.75,4,0
2.36875e+18,8.66365e+18,0,1,1,0,1,0,0,1,1,1,0,1,1,163848.039,23,6,38,1.5833333333333333,29,1
2.37114e+18,2.25879e+18,1,0,1,0,1,0,1,1,1,1,1,1,1,75376.045,11,6,46,3.8333333333333335,17,0
2.37142e+18,1.78986e+19,0,1,1,0,1,0,1,1,1,1,0,1,1,67442.25,6,4,57,8.142857142857142,10,0
2.3724e+18,1.50343e+18,0,1,1,0,1,0,0,1,1,1,0,1,1,43289.442,24,10,1504,60.16,34,0
2.37267e+18,1.23502e+19,0,0,1,0,1,0,1,1,1,1,0,1,1,32620.309,4,2,40,8.0,6,0
2.37431e+18,1.40756e+19,1,0,1,0,1,0,0,1,1,1,1,1,1,41014.0305,2,0,32,10.666666666666666,2,0
2.37436e+18,8.90051e+18,0,0,1,0,1,0,0,1,1,1,0,1,1,88183.416,2,0,24,8.0,2,0
2.37798e+18,1.0783e+18,1,1,1,0,1,0,1,1,1,1,1,1,1,43050.972,16,10,71,4.176470588235294,26,0
2.3795e+18,1.24782e+19,0,0,1,0,0,1,0,1,2,1,0,1,1,15602.525,2,0,1542,514.0,2,0
2.37957e+18,1.69248e+19,1,1,1,0,0,1,1,1,2,1,1,1,1,46225.617,3,1,132,33.0,4,0
2.38146e+18,1.96021e+18,1,1,1,0,0,1,0,1,2,1,0,1,1,52277.481,24,10,1206,48.24,34,0
2.38179e+18,9.57665e+18,0,1,1,0,0,1,1,1,2,1,0,1,1,40650.8445,4,2,22,4.4,6,0
2.38428e+18,1.67849e+19,0,1,1,0,0,1,1,1,2,1,0,1,1,281575.061,45,11,383,8.326086956521738,56,2
2.3855e+18,1.54095e+19,1,1,1,0,0,1,1,1,2,1,1,1,1,215088.51,667,50,93197,139.51646706586826,717,1
2.38594e+18,1.00831e+19,0,0,1,0,1,0,1,2,2,0,0,1,1,189534.469,23,4,1906,79.41666666666667,27,1
2.3872e+18,1.14219e+19,1,1,1,0,1,0,1,2,2,0,1,1,1,72939.539,6,4,602,86.0,10,0
2.38816e+18,5.10477e+18,0,1,0,1,1,1,0,1,3,1,0,1,1,131269.302,23,6,1179,49.125,29,1
2.38953e+18,1.38296e+19,1,0,0,1,1,1,0,1,3,1,1,1,1,28950.0195,4,2,364,72.8,6,0
2.38976e+18,1.62423e+19,0,1,0,1,1,1,1,1,3,1,0,1,1,32260.069,4,0,32,6.4,4,0
2.38977e+18,1.18021e+19,1,1,0,1,1,1,1,1,3,1,1,1,1,19275.263,2,0,900,300.0,2,0
2.39056e+18,1.74518e+19,0,0,0,1,1,1,0,1,3,1,0,1,1,76729.6825,63,16,3440,53.75,79,0
2.39201e+18,5.8081e+18,0,1,0,1,1,1,0,1,3,1,0,1,1,114605.059,25,7,95,3.6538461538461537,32,1
2.39274e+18,1.44689e+19,0,0,0,0,0,1,0,1,2,0,0,1,2,423203.329,85,12,2034,23.651162790697676,97,2
2.39323e+18,9.63056e+18,0,1,0,0,0,1,0,1,2,0,1,1,2,33981.0455,9,5,129,12.9,14,0
2.3974e+18,2.32133e+18,0,1,0,0,0,1,1,1,2,0,0,1,2,21037.184,0,0,0,0.0,0,0
2.39782e+18,1.43877e+19,0,1,0,0,0,1,1,1,2,0,1,1,2,38707.605,5,2,48,8.0,7,0
2.40021e+18,7.51784e+16,0,0,0,0,0,1,1,1,2,0,0,1,2,19781.015,1,0,408,204.0,1,0
2.40159e+18,7.39468e+18,0,1,1,1,1,0,0,2,1,1,1,1,1,96296.958,16,9,499,29.352941176470587,25,1
2.40391e+18,4.47015e+18,1,1,1,1,1,0,1,2,1,1,1,1,1,16529.02,4,2,269,53.8,6,0
2.40876e+18,1.56714e+18,0,1,0,1,1,1,1,1,3,0,0,1,1,78247.851,8,3,67,7.444444444444445,11,0
2.40881e+18,2.23224e+18,1,0,0,1,1,1,1,1,3,0,1,1,1,47467.173,5,1,41,6.833333333333333,6,0
2.40959e+18,3.9346e+18,0,1,1,1,1,1,0,2,3,1,0,1,1,111043.094,12,4,2117,162.84615384615384,16,1
2.4129e+18,4.49789e+18,0,0,1,1,1,1,0,2,3,1,1,1,1,21702.173,1,0,43,21.5,1,0
2.41293e+18,1.03718e+19,1,1,1,1,1,1,1,2,3,1,0,1,1,149653.089,267,40,10949,40.8544776119403,307,1
2.4151e+18,8.26193e+18,0,1,1,1,1,1,1,2,3,1,0,1,1,129975.39,3,0,501,125.25,3,1
2.4164e+18,1.59191e+19,1,0,1,1,1,1,0,2,3,1,0,1,1,89103.609,111,21,1244,11.107142857142858,132,0
2.41975e+18,7.29283e+18,1,0,1,1,1,1,0,2,3,1,1,1,1,44118.178,6,3,88,12.571428571428571,9,0
2.42197e+18,1.72973e+19,0,0,1,0,1,0,1,2,1,1,0,1,1,70369.695,19,5,2257,112.85,24,0
2.42604e+18,1.9071e+18,0,1,1,1,0,1,1,1,2,1,0,1,1,36698.257,2,0,60,20.0,2,0
2.42812e+18,1.27097e+18,0,1,1,0,0,0,1,2,2,1,1,0,1,46971.54,49,13,8069,161.38,62,0
2.42844e+18,1.01539e+19,0,1,1,0,1,0,1,1,2,1,0,0,1,29118.367,11,8,36,3.0,19,0
2.42904e+18,1.2424e+18,1,0,1,0,1,0,1,1,2,1,0,0,1,59286.75,37,6,323,8.5,43,0
2.4294e+18,5.24584e+18,0,1,1,0,1,0,0,1,2,1,0,0,1,15140.112,3,0,18,4.5,3,0
2.43112e+18,3.98914e+18,1,0,1,0,1,0,1,1,2,1,1,0,1,11084.31,2,0,80,26.666666666666668,2,0
2.43153e+18,1.93065e+18,0,0,1,0,1,0,0,1,2,1,0,0,1,50571.4245,17,7,62,3.4444444444444446,24,0
2.43268e+18,1.2905e+19,0,0,1,0,1,0,1,1,2,1,0,0,1,36920.003,2,0,64,21.333333333333332,2,0
2.43278e+18,4.00444e+18,0,1,1,1,1,1,0,2,1,1,0,0,1,320400.4165,40,13,2487,60.65853658536585,53,2
2.43298e+18,7.96444e+18,0,1,1,0,0,0,1,1,2,1,0,1,1,47408.686,12,2,185,14.23076923076923,14,0
2.43334e+18,1.84043e+19,0,0,1,0,0,0,1,1,2,1,1,1,1,114050.688,25,11,2535,97.5,36,1
2.43516e+18,1.33008e+19,0,0,1,0,0,0,1,1,2,1,0,1,1,46346.59,4,1,27,5.4,5,0
2.43648e+18,3.00188e+18,0,1,1,0,0,0,0,1,2,1,0,1,1,14001.951,5,3,57,9.5,8,0
2.43799e+18,6.07613e+18,1,0,0,1,0,1,0,2,1,1,0,1,1,187935.0875,73,14,411,5.554054054054054,87,1
2.43848e+18,5.89106e+18,1,1,0,1,0,1,1,2,1,1,1,1,1,231703.337,137,45,12895,93.44202898550725,182,1
2.4393e+18,1.82658e+19,0,1,0,1,0,1,1,2,1,1,0,1,1,146660.642,8,2,216,24.0,10,1
2.4402e+18,1.56548e+19,1,1,0,1,0,1,1,2,1,1,1,1,1,93323.91,66,18,2424,36.17910447761194,84,1
2.44276e+18,1.69049e+19,0,0,0,1,0,1,0,2,1,1,0,1,1,57622.947,27,14,4860,173.57142857142858,41,0
2.44522e+18,7.65916e+18,0,1,0,1,0,1,1,2,1,1,0,1,1,44396.392,14,11,908,60.53333333333333,25,0
2.44657e+18,1.55161e+18,0,1,0,1,0,1,1,2,1,1,1,1,1,143068.504,17,2,301,16.72222222222222,19,1
2.44799e+18,1.62548e+18,0,1,0,1,0,1,1,2,1,1,0,1,1,19871.465,5,3,118,19.666666666666668,8,0
2.44805e+18,1.01822e+19,0,1,0,1,0,1,0,2,1,1,0,1,1,142660.693,41,13,7220,171.9047619047619,54,1
2.45e+18,6.43927e+18,1,1,0,1,0,1,1,2,1,1,0,1,1,122501.751,26,6,214,7.925925925925926,32,1
2.45051e+18,1.00518e+19,0,0,1,0,1,0,1,2,3,0,0,0,1,13600.8375,1,0,11,5.5,1,0
2.45292e+18,6.34621e+18,0,1,1,0,1,0,0,2,3,0,1,0,1,64038.395,21,14,569,25.863636363636363,35,0
2.45376e+18,1.55403e+19,1,0,0,0,1,1,1,1,2,0,1,1,1,3194.355,1,0,32,16.0,1,0
2.45463e+18,8.72357e+18,0,1,0,0,1,1,0,1,2,0,1,1,1,6076.06,1,0,21,10.5,1,0
2.45638e+18,1.15823e+19,0,0,0,0,1,1,1,1,2,0,0,1,1,67666.0825,2,0,24,8.0,2,0
2.45701e+18,1.03656e+19,0,1,0,0,1,1,0,1,2,0,0,1,1,121094.423,21,3,3606,163.9090909090909,24,1
2.45739e+18,9.69182e+18,1,1,0,0,1,1,0,1,2,0,1,1,1,80008.579,27,9,691,24.678571428571427,36,0
2.45807e+18,1.72056e+19,1,1,1,0,1,1,0,1,2,1,1,1,2,93460.813,138,30,3357,24.151079136690647,168,1
2.45862e+18,1.25025e+19,0,0,1,0,1,1,1,1,2,1,1,1,2,5779.322,2,0,46,15.333333333333334,2,0
2.45985e+18,1.61548e+19,0,1,1,0,1,1,0,1,2,1,0,1,2,158713.8765,14,3,113,7.533333333333333,17,1
2.45986e+18,4.13428e+18,0,1,1,0,0,0,1,2,2,1,0,1,1,115697.499,8,3,115,12.777777777777779,11,1
2.46336e+18,1.29009e+19,1,0,1,0,0,0,0,2,2,1,1,1,1,28758.745,2,0,24,8.0,2,0
2.46613e+18,2.66921e+18,0,1,1,0,0,0,1,2,2,1,1,1,1,11472.245,1,0,271,135.5,1,0
2.46664e+18,1.87006e+18,0,0,1,0,0,0,0,2,2,1,0,1,1,83788.4375,33,10,50,1.4705882352941178,43,0
2.4671e+18,8.4357e+18,0,0,1,0,0,0,0,2,2,1,1,1,1,56817.583,3,0,39,9.75,3,0
2.46763e+18,5.35999e+18,0,1,1,0,0,0,0,2,2,1,0,1,1,28784.8425,2,0,12,4.0,2,0
2.4687e+18,7.54571e+18,1,0,1,0,0,0,1,2,2,1,1,1,1,51347.3165,29,13,766,25.533333333333335,42,0
2.47012e+18,1.77837e+19,0,0,1,0,0,0,0,2,2,1,0,1,1,37237.9785,4,2,24,4.8,6,0
2.47018e+18,1.45015e+19,0,1,1,0,0,0,0,2,2,1,0,1,1,96524.242,153,26,291,1.8896103896103895,179,1
2.47096e+18,1.41363e+19,0,1,1,0,0,0,1,2,2,1,1,1,1,6064.234,1,0,23,11.5,1,0
2.47736e+18,3.96968e+18,0,1,1,0,0,0,1,2,2,1,0,1,1,114642.175,19,4,2551,127.55,23,1
2.47933e+18,4.30875e+18,1,1,1,0,0,0,0,2,2,1,0,1,1,101696.237,105,27,7594,71.64150943396227,132,1
2.48016e+18,1.05227e+19,0,1,1,0,0,0,1,2,2,1,1,1,1,4399.654,1,0,9,4.5,1,0
2.48025e+18,4.75297e+18,0,1,1,0,0,0,1,2,2,1,0,1,1,15225.129,1,0,33,16.5,1,0
2.48083e+18,3.65514e+17,0,0,1,0,0,0,0,1,2,1,0,0,1,5401.71,6,4,290,41.42857142857143,10,0
2.48131e+18,1.75649e+19,0,0,1,1,0,1,0,2,2,1,0,1,1,11237.4735,2,1,15,5.0,3,0
2.48363e+18,1.67473e+19,0,1,1,1,0,1,1,2,2,1,0,1,1,21883.714,2,1,83,27.666666666666668,3,0
2.48502e+18,1.10438e+19,0,1,1,1,0,1,0,2,2,1,0,1,1,7608.2655,1,0,9,4.5,1,0
2.4857e+18,1.1338e+19,0,0,1,1,0,1,0,2,2,1,0,1,1,14928.3875,2,1,21,7.0,3,0
2.48612e+18,4.83287e+18,0,1,1,1,0,1,0,2,2,1,1,1,1,97946.3985,5,3,345,57.5,8,1
2.48689e+18,4.72518e+18,0,1,1,1,0,1,0,2,2,1,0,1,1,151784.998,11,3,47,3.9166666666666665,14,1
2.48693e+18,1.03181e+19,0,1,1,1,0,1,1,2,2,1,0,1,1,529597.7,63,7,401,6.265625,70,2
2.49021e+18,1.84344e+19,0,1,1,1,0,1,1,2,2,1,0,1,1,162168.633,31,9,576,18.0,40,1
2.49106e+18,6.89214e+18,1,0,1,1,0,1,1,2,2,1,1,1,1,20658.216,3,1,70,17.5,4,0
2.49166e+18,2.62667e+18,1,0,1,1,0,1,1,2,2,1,1,1,1,186532.35,27,5,159,5.678571428571429,32,1
2.49291e+18,5.6588e+17,1,1,1,1,0,1,1,2,2,1,1,1,1,187529.122,45,11,2563,55.71739130434783,56,1
2.49438e+18,5.30402e+18,1,1,1,1,0,1,0,2,2,1,1,1,1,22490.991,11,5,950,79.16666666666667,16,0
2.49502e+18,1.38827e+19,0,0,1,1,0,1,1,2,2,1,0,1,1,69228.151,17,9,143,7.944444444444445,26,0
2.49544e+18,5.8017e+18,0,1,0,0,1,1,0,1,1,0,1,1,1,35370.573,26,9,1027,38.03703703703704,35,0
2.49684e+18,5.83313e+18,0,0,0,0,1,1,0,1,1,0,0,1,1,200652.218,242,44,9345,38.45679012345679,286,1
