wet_food_order_number,pet_food_tier,pet_allergen_list,pet_fav_flavour_list,pet_health_issue_list,neutered,gender,pet_breed_size,signup_promo,ate_wet_food_pre_tails,dry_food_brand_pre_tails,pet_life_stage_at_order,total_order_kcal,total_web_sessions,total_web_sessions_since_last_order,total_minutes_on_website,pet_has_active_subscription
1,1,1,1,1,1,2,3,0,1,1,1,27968.722,17,7,553,0
1,1,1,1,1,1,2,3,0,0,1,1,211024.21,26,7,230,1
1,1,1,1,1,1,2,3,0,1,1,1,9629.954,1,0,32,0
1,1,1,1,1,1,2,3,0,0,1,1,91377.4055,6,2,39,1
0,0,1,1,1,0,1,2,1,0,1,2,184252.619,87,20,7731,0
1,0,1,1,1,0,1,2,1,1,1,2,199172.626,9,4,153,1
0,1,0,1,1,0,1,2,0,1,0,1,18716.5025,7,5,38,0
0,1,0,1,1,1,1,2,0,1,0,1,81332.736,5,0,145,1
0,1,0,1,1,1,1,2,0,0,0,1,51819.514,9,4,71,1
0,1,0,1,1,0,1,2,0,1,0,1,141700.697,54,11,11438,1
1,1,0,1,1,0,1,2,0,1,0,1,103224.5325,55,17,5006,1
0,0,0,1,1,1,1,1,0,0,1,1,55988.815,50,23,3867,0
0,0,0,1,1,1,1,1,0,0,1,1,70413.257,6,2,42,0
0,0,0,1,1,1,1,1,0,0,1,1,111921.465,58,17,1039,1
0,0,0,1,1,1,1,1,0,0,1,1,170243.7,72,11,251,1
0,1,0,0,0,0,1,1,1,0,1,1,15278.043,23,11,3396,1
1,1,0,0,0,1,1,1,1,1,1,1,82976.2205,24,5,175,1
0,1,0,0,0,0,1,1,1,0,1,1,349528.2495,34,8,91,1
1,1,0,0,0,0,1,1,1,0,1,1,115260.072,48,12,275,1
0,1,0,1,1,1,1,1,0,0,1,1,68065.988,186,66,19833,1
0,1,0,1,1,1,1,1,0,0,1,1,52517.41,5,1,24,0
0,1,0,1,1,0,1,1,0,0,1,1,48374.625,26,15,168,1
0,1,0,1,1,1,1,1,0,0,1,1,117881.476,13,4,47,1
0,1,0,1,1,0,1,1,0,0,1,1,333583.515,54,6,343,0
0,1,0,1,1,0,1,1,0,0,1,1,502170.133,86,15,2222,1
0,1,0,1,0,1,2,2,1,1,1,1,40612.912,3,0,36,1
0,1,0,1,0,0,2,2,1,0,1,1,96116.0755,3,2,1060,1
1,1,0,1,0,0,2,2,1,1,1,1,318417.8625,110,24,6838,1
0,1,0,1,0,0,2,2,1,0,1,1,257571.577,320,42,12031,1
1,1,0,1,0,1,2,2,1,1,1,1,77336.3305,7,2,984,1
0,1,0,1,0,1,2,2,1,0,1,1,13419.03,1,0,10,1
0,1,0,1,0,0,2,2,1,1,1,1,99401.7435,56,19,5112,1
1,1,0,1,0,1,2,2,1,0,1,1,60848.44,38,21,601,1
0,1,0,1,0,1,2,2,1,0,1,1,201178.6545,21,6,1286,1
0,1,0,1,0,1,2,2,1,0,1,1,68467.538,30,15,1169,1
0,1,0,1,0,0,2,2,1,0,1,1,5581.767,1,0,10,0
0,1,0,1,0,1,2,2,1,0,1,1,77879.954,8,2,33,1
0,1,0,1,0,1,1,2,0,0,1,1,271160.271,58,11,178,1
1,1,0,1,0,1,1,2,0,1,1,1,216442.61,137,44,4292,1
0,1,0,1,0,0,1,2,0,0,1,1,4365.2,2,1,18,1
1,1,0,1,0,1,1,2,0,1,1,1,222174.2255,48,14,4502,1
0,1,0,1,0,0,1,2,0,0,1,1,105621.385,5,1,23,1
0,1,0,1,0,0,1,2,0,0,1,1,64206.416,5,1,18,0
0,1,0,1,0,1,1,1,0,0,1,1,52586.767,14,7,6,1
0,1,0,1,0,1,1,1,0,0,1,1,7522.586,1,0,13,0
0,1,0,1,0,0,1,1,0,0,1,1,25914.335,12,6,184,0
1,1,0,0,1,1,2,3,1,1,1,1,70206.978,8,6,365,1
0,1,0,0,1,1,2,3,1,0,1,1,3548.787,1,1,11,0
1,1,0,0,1,1,2,3,1,1,1,1,274535.829,91,21,3858,1
0,1,0,0,1,0,2,3,1,0,1,1,75712.119,62,16,377,1
0,1,0,0,1,0,2,3,1,0,1,1,457842.822,82,9,949,1
0,1,1,0,1,1,1,2,0,0,1,1,385694.32,126,26,6045,0
0,1,1,0,1,1,1,2,0,0,1,1,42818.38,2,0,56,1
0,1,1,0,1,1,1,2,0,0,1,1,20227.114,1,0,14,1
0,1,1,0,1,1,1,2,0,0,1,1,71920.03,23,7,86,1
1,1,1,0,1,1,1,2,0,1,1,1,48797.674,5,1,101,1
0,1,0,0,1,0,2,1,0,0,0,1,51687.469,0,0,0,0
0,1,0,0,1,1,2,1,0,0,0,1,184484.5905,17,4,1005,1
0,1,0,0,1,0,2,1,0,0,0,1,72222.451,84,24,4400,1
0,1,0,0,0,1,2,1,1,0,1,1,63113.96,29,11,262,1
0,1,0,0,0,1,2,1,1,0,1,1,41153.057,7,2,75,1
1,1,0,0,0,1,2,1,1,1,1,1,27739.609,3,1,21,1
0,1,0,1,1,0,1,3,1,0,1,1,19228.723,2,0,32,0
1,1,0,1,1,1,1,3,1,1,1,1,52688.092,4,2,30,0
1,1,0,1,1,0,1,3,1,0,1,1,135428.742,342,35,7031,1
0,0,0,1,0,0,1,1,1,0,1,1,26483.513,5,3,572,0
0,0,0,1,0,1,1,1,1,0,1,1,22698.98,7,5,54,1
0,0,0,1,0,1,1,1,1,1,1,1,4398.766,3,2,533,0
0,0,0,1,0,0,1,1,1,0,1,1,49251.686,20,6,1391,1
0,0,0,1,0,1,1,1,1,0,1,1,119092.205,79,21,4116,1
1,1,0,0,1,0,2,2,0,0,1,1,291920.11,252,27,2206,1
0,1,0,0,1,0,2,2,0,0,1,1,216065.213,85,16,6329,1
0,1,0,0,1,0,2,2,0,0,1,1,5934.138,2,1,18,0
0,1,0,0,1,0,2,2,0,0,1,1,12190.242,16,7,601,1
0,1,0,0,1,1,2,2,0,1,1,1,212283.28,167,37,12325,1
0,1,0,0,1,0,2,2,0,1,1,1,2586.381,1,0,21,0
0,1,0,0,1,1,2,2,0,0,1,1,26730.304,44,12,183,1
1,1,0,0,1,1,2,2,0,1,1,1,90231.2245,6,4,80,1
0,1,0,0,1,0,2,2,0,0,1,1,78045.143,92,30,5875,0
0,1,0,0,1,0,2,2,0,0,1,1,43472.3915,7,2,33,0
1,1,0,0,1,0,2,2,0,0,1,1,173286.3445,11,6,1682,1
1,1,0,0,1,0,2,2,0,1,1,1,91415.373,18,9,990,1
0,1,0,0,1,0,2,2,0,0,1,1,106707.747,12,4,85,1
0,1,0,0,1,1,2,2,0,0,1,1,9665.092,1,0,15,0
0,1,0,0,1,1,2,2,0,1,1,1,7502.492,1,0,22,1
1,1,1,0,1,1,2,1,1,1,1,1,21032.776,5,3,165,0
0,1,1,0,1,1,2,1,1,1,1,1,19368.78,2,1,584,1
0,1,1,0,1,0,2,1,1,0,1,1,4118.325,2,0,22,0
1,1,1,0,1,0,2,1,1,1,1,1,22320.081,2,0,16,0
0,1,1,0,1,1,2,1,1,0,1,1,39481.99,10,7,57,1
1,1,1,0,1,0,2,1,1,0,1,1,76273.4425,39,14,5423,1
1,1,1,0,1,0,2,1,1,1,1,1,53377.415,38,18,2884,1
0,1,1,0,1,1,2,1,1,0,1,1,14608.265,1,0,617,1
1,1,1,0,1,0,2,1,1,1,1,1,10305.172,1,0,588,1
0,1,1,0,1,1,2,1,1,0,1,1,51951.16,4,2,47,0
0,1,1,0,1,0,2,1,1,1,1,1,129853.481,13,5,109,1
1,1,0,0,1,0,1,2,0,1,1,1,72137.732,2,0,38,1
0,1,0,0,1,1,1,2,0,0,1,1,49326.2335,34,19,3514,0
0,1,0,0,1,0,1,2,0,0,1,1,8254.455,2,1,25,0
0,1,1,1,1,1,1,3,0,0,1,1,229855.176,32,13,2740,0
0,1,1,1,1,1,1,3,0,0,1,1,179374.93,23,8,114,1
1,1,1,1,1,0,1,3,0,1,1,1,84874.353,22,7,102,1
1,1,1,1,1,1,1,3,0,1,1,1,20977.52,3,1,42,0
0,1,1,1,1,0,1,3,0,1,1,1,3871.4115,2,1,165,0
0,1,1,1,1,1,1,3,0,0,1,1,90510.24,9,3,71,1
0,1,1,1,1,0,1,3,0,1,1,1,53707.277,36,17,2327,1
0,1,1,1,1,0,1,3,0,0,1,1,51451.786,34,11,2200,0
1,1,1,1,1,1,1,3,0,1,1,1,63469.735,19,5,396,0
0,1,1,1,1,0,1,3,0,0,1,1,79126.119,22,7,703,1
1,1,0,0,0,0,1,3,1,1,1,1,9520.973,1,0,20,0
0,1,0,0,0,1,1,3,1,0,1,1,11901.97,1,0,9,0
1,1,0,0,0,1,1,3,1,1,1,1,174463.0755,14,4,80,0
0,1,0,0,0,1,1,3,1,0,1,1,48050.3005,2,0,24,0
0,1,0,0,0,1,1,3,1,0,1,1,20070.25,1,0,266,1
0,1,0,1,0,0,1,2,1,0,1,1,63245.4235,61,22,2018,1
0,1,0,1,0,0,1,2,1,0,1,1,50771.823,17,8,1591,0
0,1,0,1,0,1,1,2,1,0,1,1,28083.197,3,1,53,1
0,1,0,1,0,0,1,2,1,0,1,1,70017.985,6,4,27,0
0,1,0,1,0,1,1,2,1,0,1,1,24179.056,3,1,27,1
0,1,0,1,0,1,1,2,1,0,1,1,47589.179,4,1,28,1
1,1,0,1,0,1,1,2,1,0,1,1,84449.542,4,2,29,0
0,1,0,1,0,1,1,2,1,0,1,1,23481.76,2,0,22,1
0,1,0,1,0,1,1,2,1,0,1,1,12124.9,4,3,27,1
0,1,0,0,0,0,1,3,1,0,1,1,45137.259,10,5,1113,0
1,1,0,0,0,0,1,3,1,1,1,1,13249.51,7,5,594,0
0,1,0,0,0,0,1,3,1,0,1,1,19878.5125,1,0,263,0
0,1,0,0,0,0,1,3,1,0,1,1,207521.611,14,6,1358,1
1,1,0,0,0,1,1,3,1,1,1,1,32069.39,7,3,56,0
0,1,0,0,1,1,2,3,0,0,1,1,6446.238,1,0,448,1
1,1,0,0,1,1,2,3,0,0,1,1,294559.735,172,35,5546,1
0,1,0,1,1,1,1,3,1,1,1,2,16564.47,3,1,59,0
1,1,0,1,1,1,1,3,1,1,1,2,27341.738,3,1,107,0
0,1,0,1,0,1,1,3,1,0,1,1,120279.28,17,8,424,1
0,1,0,1,0,0,1,3,1,0,1,1,82576.26,20,7,1834,1
1,1,0,1,0,0,1,3,1,0,1,1,24073.8465,48,25,2877,1
1,1,0,1,0,1,1,3,1,1,1,1,34155.55,6,4,730,0
0,1,0,1,1,0,2,2,1,0,1,1,36706.829,16,7,1104,1
0,1,0,1,1,1,2,2,1,0,1,1,45884.8925,2,0,44,1
0,1,0,1,1,1,2,2,1,0,1,1,6503.564,2,1,10,0
0,1,0,1,1,1,2,2,1,1,1,1,5067.964,1,0,12,0
0,1,0,1,1,1,2,2,1,0,1,1,202814.602,140,17,8076,1
1,1,0,1,1,1,2,2,1,1,1,1,59799.07,5,0,40,0
1,1,0,1,1,0,2,2,1,1,1,1,260811.6625,51,14,1515,1
1,1,0,1,1,0,2,2,1,1,1,1,6890.202,1,0,16,0
1,1,0,1,1,0,2,2,1,0,1,1,24206.337,4,2,34,1
0,1,0,1,1,1,2,2,1,0,1,1,8828.844,4,2,108,0
0,1,0,0,0,0,1,2,0,0,1,1,28812.013,26,10,138,0
1,1,0,0,0,1,1,2,0,1,1,1,20637.78,0,0,0,1
0,1,0,0,0,0,1,2,0,1,1,1,32374.95,6,4,287,0
0,1,0,0,0,0,1,2,0,0,1,1,18153.905,3,1,78,0
0,1,0,0,0,0,1,2,0,0,1,1,31289.07,3,1,1518,1
1,1,1,1,0,1,1,1,0,1,0,1,40770.633,8,6,78,1
1,1,1,1,0,0,1,1,0,1,0,1,81555.758,48,14,1677,0
0,1,0,0,1,1,2,1,0,0,1,1,87010.253,8,1,53,1
1,1,0,0,1,0,2,1,0,1,1,1,11189.615,5,2,114,0
0,1,0,0,1,1,2,1,0,0,1,1,58317.233,11,4,23,0
0,1,0,0,1,1,2,1,0,1,1,1,17754.914,2,0,40,1
1,1,0,0,1,0,2,1,0,0,1,1,91397.674,72,10,2899,1
0,1,0,0,0,0,1,3,1,1,1,2,8376.125,23,9,1866,1
0,1,0,0,0,1,1,3,1,1,1,2,38675.763,5,3,127,0
0,1,0,0,0,1,1,3,1,1,1,2,73751.16,12,5,99,1
0,1,0,0,0,0,1,3,1,1,1,2,144518.1755,5,1,825,0
0,1,0,0,0,1,1,3,1,0,1,2,54373.4035,6,3,26,0
0,1,0,0,0,1,1,3,1,0,1,2,40883.769,1,0,5,1
1,1,0,0,0,1,1,3,1,1,1,2,192566.985,81,19,9374,1
0,1,0,0,0,0,1,3,1,0,1,2,56065.195,8,3,44,1
0,1,0,0,0,1,1,1,0,0,1,1,52380.279,3,1,26,0
0,1,0,0,0,1,1,1,1,0,1,1,37993.627,2,0,58,0
0,1,0,0,0,0,1,1,1,0,1,1,66026.0595,22,9,146,1
1,1,0,0,0,1,1,1,1,1,1,1,14430.16,9,4,130,0
0,1,0,0,0,1,1,1,1,0,1,1,24782.905,1,0,21,1
1,1,0,0,0,1,1,1,1,1,1,1,6893.252,2,1,16,0
0,1,0,0,0,1,1,1,1,0,1,1,70878.522,5,3,25,1
0,1,0,0,0,1,1,1,1,1,1,1,2961.622,2,1,28,0
0,1,0,0,0,1,1,1,1,0,1,1,65115.417,4,2,25,0
1,1,0,0,0,1,1,1,1,1,1,1,77211.195,38,14,278,1
0,1,0,0,0,0,1,1,1,0,1,1,10091.8125,4,2,105,1
0,1,0,0,0,0,1,1,1,1,1,1,18635.214,16,10,1219,1
0,0,1,0,1,0,1,1,1,0,1,1,11581.662,5,4,21,1
1,0,1,0,1,1,1,1,1,1,1,1,36640.668,6,2,149,1
0,0,1,0,1,1,1,1,1,1,1,1,46823.51,2,0,36,1
0,0,1,0,1,1,1,1,1,0,1,1,16758.598,1,0,2,0
1,0,1,0,1,1,1,1,1,0,1,1,94095.17,9,4,57,1
0,0,1,0,1,1,1,1,1,0,1,1,31829.067,17,5,1907,1
0,0,1,0,1,1,1,1,1,0,1,1,55131.057,5,3,78,0
0,0,1,0,1,1,1,1,1,0,1,1,28990.866,4,2,113,1
0,0,0,0,1,0,2,2,0,1,1,1,13859.715,3,1,12,0
0,0,0,0,1,1,2,2,0,0,1,1,26004.42,2,0,22,0
0,0,0,0,1,0,2,2,0,0,1,1,57703.434,30,12,153,1
0,0,0,0,1,1,2,2,0,0,1,1,208317.025,6,0,168,1
1,1,0,0,1,1,2,3,1,1,0,1,46064.72,4,2,34,1
1,1,1,0,1,1,2,3,1,1,1,1,126943.45,9,2,4303,1
1,1,1,0,1,0,2,3,1,1,1,1,16645.71,2,1,60,1
0,1,0,1,0,1,1,1,1,1,1,1,30490.8,4,2,34,1
1,1,0,1,0,0,1,1,1,1,1,1,54221.224,15,13,2120,1
0,1,0,1,0,1,1,1,1,0,1,1,56019.66,6,4,608,1
0,1,0,0,0,0,2,3,1,0,1,1,28064.04,25,13,2380,0
0,1,0,0,1,0,2,2,1,0,0,1,25052.6,3,1,29,0
0,1,0,0,1,1,2,2,1,0,0,1,57651.427,7,4,61,1
0,1,0,0,1,1,2,2,1,0,0,1,54796.225,26,13,1325,1
0,1,0,0,1,1,2,2,1,0,0,1,146715.6345,20,4,1071,0
1,1,0,0,1,1,2,2,1,0,0,1,46954.18,106,28,2501,1
0,1,0,0,1,1,2,2,1,1,0,1,7665.58,1,0,20,0
1,1,0,0,1,1,2,2,1,1,0,1,68011.715,11,8,599,0
0,1,0,1,0,0,1,2,0,0,1,1,17607.81,3,1,1131,0
0,1,0,1,0,0,1,2,0,0,1,1,48414.25,16,9,642,1
1,1,0,1,0,1,1,2,0,0,1,1,10526.876,2,0,20,0
0,1,0,1,0,1,1,2,0,0,1,1,84722.446,3,1,27,0
1,1,0,1,0,0,1,2,0,1,1,1,37307.03,8,5,1060,0
0,1,0,1,0,1,1,2,0,0,1,1,49379.6,8,3,37,1
0,1,0,1,0,1,1,2,0,1,1,1,152751.776,71,21,873,0
0,1,0,0,1,1,1,1,1,0,0,1,95654.02,102,18,2943,0
0,1,0,0,1,1,1,1,1,1,0,1,33474.43,11,4,3109,1
1,1,0,1,0,1,1,2,1,1,1,1,59347.923,10,8,857,0
0,1,0,1,0,0,1,2,1,0,1,1,9972.093,5,3,74,1
0,1,0,0,0,1,1,1,1,0,1,1,64410.155,2,0,28,0
1,1,0,0,0,1,1,1,1,0,1,1,113629.425,384,12,3583,0
0,1,0,0,0,0,1,1,1,1,1,1,26659.763,2,0,782,1
1,1,0,0,0,0,1,1,1,1,1,1,39195.8465,16,9,2506,1
0,1,0,1,1,0,2,3,1,0,1,1,33743.473,36,14,2637,0
0,1,0,1,1,1,2,3,1,0,1,1,66706.309,3,1,1269,1
0,1,0,1,1,0,2,3,1,0,1,1,14179.013,0,0,0,1
0,1,0,1,1,1,2,3,1,0,1,1,300150.066,267,38,5324,1
0,1,0,1,1,0,2,3,1,1,1,1,8799.807,33,11,93,1
1,1,0,1,1,0,2,3,1,0,1,1,30776.1455,3,1,23,0
0,0,0,1,1,1,2,3,1,0,1,1,18742.072,1,0,14,0
0,0,0,1,1,1,2,3,1,0,1,1,102963.273,11,5,1338,0
0,0,0,1,1,0,2,3,1,0,1,1,276025.265,11,3,160,1
1,1,1,1,1,1,1,1,1,1,0,2,22257.415,1,0,12,1
1,1,1,1,1,1,1,1,1,0,0,2,109996.727,62,29,1511,1
0,1,1,1,1,0,1,1,1,0,0,2,42209.21,1,0,19,0
1,1,1,1,1,1,1,1,1,1,0,2,53181.685,36,12,2999,0
0,1,1,1,1,1,1,1,1,0,0,2,27433.095,9,6,374,1
0,1,1,1,1,0,1,1,1,0,0,2,44879.949,6,3,27,1
1,1,1,1,1,0,1,1,1,0,0,2,8731.105,2,0,16,0
1,0,0,0,1,0,2,1,1,1,1,1,52323.46,17,5,4967,1
1,0,0,0,1,1,2,1,1,1,1,1,86738.057,28,10,406,1
1,0,0,0,1,0,2,1,1,1,1,1,87723.385,8,3,891,1
0,0,0,0,1,1,2,1,1,0,1,1,155509.65,90,11,287,1
1,1,0,0,0,0,2,3,1,0,0,1,51018.141,6,3,86,0
0,1,0,0,0,0,2,3,1,0,0,1,136725.3435,4,1,305,1
1,1,0,0,0,1,2,3,1,1,0,1,29195.725,1,0,16,0
1,1,0,0,0,1,2,3,1,1,0,1,15037.21,2,1,15,1
1,1,0,0,0,1,2,3,1,0,0,1,156100.308,177,24,18484,0
1,1,0,0,0,1,2,3,1,1,0,1,39176.596,17,8,1198,0
0,1,0,0,0,0,2,3,1,1,0,1,33603.2155,1,0,29,0
0,0,1,0,1,1,2,1,1,0,1,2,43537.068,2,0,24,1
0,0,1,0,1,1,2,1,1,0,1,2,174189.905,63,15,9290,0
0,0,1,0,1,1,2,1,1,0,1,2,101841.723,35,8,432,1
1,0,1,0,1,1,2,1,1,1,1,2,40240.61,15,7,172,1
0,0,1,0,1,0,2,1,1,0,1,2,313500.892,22,7,215,1
0,0,1,0,1,1,2,1,1,0,1,2,587725.456,62,11,686,1
1,0,1,0,1,1,2,1,1,1,1,2,60132.595,87,23,4948,1
0,0,1,0,1,0,2,1,1,0,1,2,60961.741,12,5,370,1
1,0,1,0,1,1,2,1,1,1,1,2,43631.859,28,13,2834,1
0,0,1,0,1,0,2,1,1,0,1,2,212281.655,54,13,310,1
0,0,1,0,1,1,2,1,1,1,1,2,7713.303,3,1,55,0
1,1,0,0,0,1,2,3,0,1,1,1,30167.82,8,4,53,0
0,1,0,0,0,1,2,3,0,1,1,1,20112.71,2,1,16,0
0,1,0,0,0,0,2,3,0,0,1,1,172630.69,115,35,5439,1
0,1,0,0,0,1,2,3,0,0,1,1,10474.616,1,0,27,0
0,1,0,0,0,1,2,3,0,0,1,1,96710.535,52,14,396,1
0,1,0,0,0,0,2,3,0,0,1,1,27149.165,2,0,74,0
0,1,0,0,0,0,2,3,0,1,1,1,65405.258,40,14,160,1
0,1,0,1,1,1,2,2,1,0,1,1,42529.0705,2,0,60,0
0,0,1,0,1,0,1,3,1,0,1,1,276077.9985,99,22,311,1
1,0,1,0,1,0,1,3,1,1,1,1,19283.099,4,2,49,0
0,0,1,0,1,1,1,3,1,0,1,1,55850.88,4,2,67,1
1,0,1,0,1,1,1,3,1,1,1,1,74788.751,6,1,102,1
0,0,1,0,1,0,1,3,1,0,1,1,47125.678,26,11,290,1
0,0,1,0,1,1,1,3,1,1,1,1,34672.28,1,0,9,0
0,0,1,0,1,0,1,3,1,1,1,1,5761.824,6,2,479,1
0,0,1,0,1,0,1,3,1,0,1,1,47306.1085,1,0,20,1
0,0,0,0,1,0,2,3,1,0,1,1,11960.2395,2,1,8,0
0,0,0,0,1,0,2,3,1,0,1,1,48824.994,1,0,19,0
0,0,0,0,1,1,2,3,1,0,1,1,9376.705,8,6,350,1
0,1,0,1,0,0,2,3,0,0,1,1,8109.765,1,0,3,1
1,1,0,1,0,0,2,3,0,1,1,1,40305.8205,4,2,82,1
0,1,0,1,0,0,2,3,0,0,1,1,90691.2135,19,11,1378,1
1,1,0,1,0,0,2,3,0,1,1,1,62069.3805,12,6,625,0
1,1,0,1,0,0,2,3,0,0,1,1,124312.555,92,35,6634,1
1,1,0,1,0,1,2,3,0,1,1,1,33477.56,5,3,165,0
0,1,0,1,0,0,2,3,0,0,1,1,84691.9,62,14,802,0
0,1,0,1,0,1,2,3,0,0,1,1,129227.215,62,18,471,1
0,1,0,1,0,0,2,3,0,1,1,1,18590.62,3,1,25,0
0,1,0,1,0,0,2,3,0,0,1,1,6597.162,1,0,13,0
0,1,0,1,0,0,2,3,0,0,1,1,19872.2205,8,5,148,1
1,1,0,1,0,1,2,3,0,1,1,1,36094.636,11,3,80,0
0,1,0,0,0,0,2,3,1,0,1,1,344282.115,150,33,3619,1
0,1,0,0,0,0,2,3,1,0,1,1,74368.495,7,6,116,1
0,1,0,0,0,1,2,3,1,0,1,1,150771.79,21,4,1018,1
0,1,0,0,0,0,2,3,1,0,1,1,156672.3675,21,7,106,1
1,1,0,0,0,0,2,3,1,0,1,1,62185.112,5,1,24,1
0,1,0,0,0,1,2,3,1,0,1,1,60872.364,10,4,78,0
1,1,0,1,1,1,1,2,0,1,1,2,143029.795,43,7,2256,0
0,1,0,1,1,1,1,2,0,0,1,2,19029.07,2,0,28,1
1,1,1,0,0,1,2,2,1,1,1,1,26290.14,3,1,146,0
1,1,1,0,0,0,2,2,1,1,1,1,95330.81,72,22,6822,1
0,1,1,0,0,0,2,2,1,1,1,1,38068.27,13,7,593,1
0,0,0,1,0,0,1,1,0,0,1,2,28272.898,5,3,110,1
0,0,0,1,0,1,1,1,0,0,1,2,341398.976,162,33,1493,1
0,0,0,1,0,0,1,1,0,0,1,2,78888.335,11,4,51,1
1,0,0,1,0,1,1,1,0,1,1,2,88215.297,44,8,167,1
1,0,0,1,0,1,1,1,0,1,1,2,71879.071,54,10,2014,1
0,0,0,1,0,0,1,1,0,0,1,2,216064.925,30,13,206,1
0,0,0,1,0,0,1,1,0,0,1,2,4449.242,1,1,157,1
0,0,0,1,0,1,1,1,0,0,1,2,55352.025,17,4,182,1
1,0,0,1,0,1,1,1,0,1,1,2,33290.539,2,0,56,0
1,0,0,1,0,1,1,1,0,1,1,2,62866.774,6,4,558,1
0,0,0,1,0,1,1,1,0,1,1,2,16312.89,1,0,19,0
0,0,0,1,0,1,1,1,0,1,1,2,48868.886,61,19,5814,1
0,0,0,1,0,0,1,1,0,0,1,2,86177.453,33,11,3506,1
1,0,0,1,0,1,1,1,0,1,1,2,98590.8915,9,4,148,0
0,0,1,0,1,0,2,2,0,0,1,1,25482.995,9,5,220,1
1,0,1,0,1,0,2,2,0,1,1,1,32978.639,19,1,1771,1
1,0,1,0,1,0,2,2,0,1,1,1,103379.34,43,9,733,1
0,0,1,0,1,1,2,2,0,0,1,1,64422.747,2,0,48,1
1,0,1,0,1,1,2,2,0,1,1,1,48552.78,70,12,379,1
0,0,1,0,1,1,2,2,0,1,1,1,72256.79,52,18,4812,1
0,0,0,0,0,1,2,3,0,0,1,1,46239.569,14,4,734,1
1,0,0,0,0,1,2,3,0,1,1,1,128351.85,74,16,1340,0
0,0,0,0,0,1,2,3,0,0,1,1,55434.574,11,6,306,0
0,0,0,0,0,1,2,3,0,1,1,1,39078.314,74,21,5554,0
0,0,0,0,0,1,2,3,0,0,1,1,120198.33,14,6,126,0
0,0,0,0,0,0,2,3,0,1,1,1,41213.03,3,1,27,0
1,1,0,1,0,0,2,2,1,1,0,1,164359.494,33,12,194,1
0,1,0,1,0,1,2,2,1,0,0,1,266133.522,34,15,183,1
0,1,0,1,0,0,2,2,1,1,0,1,53210.592,3,0,57,0
1,1,0,1,0,0,2,2,1,1,0,1,51029.555,22,10,2697,0
1,1,0,1,0,0,2,2,1,1,0,1,31462.379,14,9,713,1
0,1,0,1,0,0,2,2,1,1,0,1,2187.826,1,0,185,1
1,1,0,1,0,0,2,2,1,1,0,1,44789.323,21,11,127,1
0,1,0,1,0,0,2,2,1,0,0,1,65460.355,6,3,41,0
0,1,0,1,0,0,2,2,1,1,0,1,31238.271,11,5,394,0
0,1,0,1,0,1,2,2,1,0,0,1,49601.584,30,13,590,1
0,1,0,1,0,1,2,2,1,0,0,1,77821.125,10,2,122,1
1,1,0,1,0,1,2,2,1,1,0,1,31069.494,7,4,478,1
1,1,0,1,1,1,2,3,0,1,0,1,217297.59,122,17,5362,1
0,1,0,1,1,0,2,3,0,0,0,1,178156.564,9,6,30,0
1,1,0,1,1,0,2,3,0,1,0,1,107022.122,90,19,1899,1
1,1,0,1,1,0,2,3,0,1,0,1,16095.246,5,3,22,0
1,1,0,1,1,0,2,3,0,0,0,1,122349.431,108,28,1734,1
1,1,0,0,1,1,1,3,1,1,1,1,90376.885,30,8,57,1
1,1,0,0,1,0,1,3,1,1,1,1,10219.36,1,0,109,0
1,1,0,0,1,0,1,3,1,1,1,1,12930.311,2,1,20,1
0,1,0,0,1,1,1,3,1,0,1,1,220837.046,174,36,2592,1
0,0,0,1,1,1,1,3,1,0,1,2,9777.11,1,0,17,1
1,0,0,0,1,0,2,3,1,1,1,2,42179.43,15,6,3420,1
0,0,0,0,1,0,2,3,1,0,1,2,96959.175,31,5,2687,1
0,0,0,0,1,0,2,3,1,0,1,2,116574.08,30,11,585,0
0,0,0,0,1,1,2,3,1,1,1,2,43397.338,32,14,200,1
0,0,0,0,1,1,2,3,1,0,1,2,52994.23,4,0,68,1
1,0,0,0,1,0,2,3,1,1,1,2,133305.386,42,16,2177,1
0,0,0,0,1,1,2,3,1,0,1,2,26376.55,1,0,66,0
0,1,0,0,1,0,1,1,1,0,1,1,41427.812,21,9,149,1
0,1,0,0,1,1,1,1,1,1,1,1,155476.542,4,0,76,1
1,1,0,0,1,1,1,1,1,1,1,1,98734.4655,7,2,100,0
0,1,0,0,1,0,1,1,1,0,1,1,113809.392,170,45,9734,0
0,1,0,0,1,1,1,1,1,0,1,1,504316.03,38,4,129,1
1,0,0,1,1,1,1,2,0,1,1,2,16335.162,7,3,67,1
0,0,0,1,1,0,1,2,0,1,1,2,11069.586,16,6,1356,0
0,0,0,1,1,1,1,2,0,0,1,2,264740.497,155,14,646,1
0,0,0,1,1,0,1,2,0,0,1,2,34638.196,22,7,61,0
0,0,0,1,1,0,1,2,0,0,1,2,38740.69,10,5,767,0
1,1,1,1,0,0,1,1,0,1,1,1,180203.612,192,25,3011,1
0,1,1,1,0,1,1,1,0,0,1,1,100936.4085,5,2,70,1
0,1,1,1,0,1,1,1,0,0,1,1,244163.895,30,6,68,1
0,1,1,1,0,0,1,1,0,0,1,1,16304.7905,1,0,16,1
0,1,0,1,0,0,2,3,0,0,1,1,20845.131,1,0,17,0
0,1,0,1,0,0,2,3,0,0,1,1,72679.97,4,2,27,1
