ship_type,ship_id_numeric,month_numeric,route_id,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,fuel_per_distance,co2_per_fuel,total_energy_output,ship_profile_cluster
1,21,4,1,144.78,1,3654.0,10239.48,1,72.53,25.065166689532173,2.8014993160054718,13893.48,2
1,21,5,2,104.87,1,3595.51,9075.2,0,71.44,33.961556626050815,2.5233351221044846,12670.710000000001,0
1,21,6,1,118.46,1,3977.01,10237.31,2,74.42,33.29156202913109,2.5734751798009556,14214.32,0
1,21,7,2,142.81,0,4507.52,11394.97,0,85.88,31.343578332522082,2.527430287544471,15902.49,2
1,21,8,2,131.17,0,3455.18,10315.59,2,92.23,26.141938412650376,2.9846796173810395,13770.77,2
1,21,9,1,58.76,0,2035.11,5758.81,0,81.51,34.054718875502004,2.828339333336608,7793.92,0
1,21,10,2,112.1,0,3427.21,9190.04,1,70.46,30.302475685234306,2.680710924943338,12617.25,0
1,21,11,0,119.8,0,3819.56,10191.39,2,87.11,31.618874172185432,2.6675120924681197,14010.949999999999,0
1,21,12,3,56.92,0,1468.97,3842.0,2,87.56,25.362051104972377,2.6136587821520165,5310.97,0
1,22,1,1,58.23,1,1699.53,4978.93,1,77.69,28.693736282289382,2.9278695465531337,6678.46,0
1,22,2,3,88.7,0,2581.1,7472.59,0,76.97,28.774804905239687,2.8939971341156423,10053.69,0
1,22,3,3,53.49,1,1656.17,4566.03,1,85.52,30.39401725087172,2.755317800829124,6222.2,0
1,22,4,3,103.91,0,2971.8,8699.04,2,81.89,28.327137546468403,2.926210979547901,11670.84,0
1,22,5,2,87.17,1,2651.01,6926.5,1,70.69,30.06702960190541,2.6117925648847478,9577.51,0
1,22,6,0,89.54,1,2681.88,7056.44,1,89.57,29.620941020543405,2.630173544847328,9738.32,0
1,22,7,2,119.39,1,3939.71,11380.27,0,74.09,32.724561840684444,2.887872997505526,15319.98,0
1,22,8,3,24.39,1,846.01,2408.78,2,84.64,33.32059866089011,2.843862528187389,3254.79,0
1,22,9,0,126.22,0,4211.08,11335.36,0,85.1,33.10077031913221,2.6911549638183514,15546.44,2
1,22,10,3,62.68,0,1954.11,5474.73,0,78.68,30.686400753768844,2.800215844632783,7428.839999999999,0
1,22,11,1,45.26,0,1511.04,4101.19,2,81.2,32.664072632944226,2.7123554932409193,5612.23,0
1,22,12,3,69.01,1,1880.5,5418.76,2,87.39,26.86044850735609,2.8800212596332715,7299.26,0
3,23,1,1,65.09,0,2905.25,7913.94,0,94.32,43.958995309426534,2.723076129032258,10819.189999999999,0
3,23,2,2,91.8,1,4366.78,12138.52,1,83.58,47.05581896551724,2.7791051747111806,16505.3,0
3,23,3,0,149.01,1,5384.01,15352.62,1,91.94,35.89100726618226,2.8509919201635654,20736.63,2
3,23,4,0,86.1,1,4287.66,11212.65,0,93.93,49.22686567164179,2.614487975265001,15500.31,0
3,23,5,2,485.87,0,21327.56,56312.51,1,90.51,43.80545114712346,2.6402396598738966,77640.07,1
3,23,6,3,117.2,1,4671.66,13171.16,0,93.67,39.5233502538071,2.8187713208322456,17842.82,0
3,23,7,1,274.41,1,10317.72,27686.92,1,80.56,37.46312770051922,2.68317388203188,38004.64,2
3,23,8,2,182.72,0,6679.56,17773.93,1,93.76,36.357282821685175,2.660544924377597,24453.49,2
3,23,9,0,297.36,0,13897.02,40922.2,1,94.48,46.57802654511328,2.9444625925131778,54819.22,1
3,23,10,3,242.97,1,7897.76,22654.04,0,88.94,32.371848997827605,2.868050174964172,30551.800000000003,2
3,23,11,0,416.14,0,17607.05,48894.32,2,81.39,42.208970609387734,2.776816285732946,66501.37,1
3,23,12,3,120.74,0,4010.93,12004.61,0,92.43,32.94668966650238,2.9922281794547763,16015.54,0
1,24,1,3,95.41,1,3133.45,9210.04,0,89.9,32.50129654600145,2.9383272982500923,12343.490000000002,0
1,24,2,0,107.46,0,3469.11,9147.38,1,73.61,31.985155817813023,2.636049001328488,12616.49,0
1,24,3,0,57.51,0,1931.55,4916.1,1,87.53,33.012305588788244,2.543841039041681,6847.650000000001,0
1,24,4,2,116.46,1,3616.91,9390.78,1,90.4,30.792695385663205,2.595636707380781,13007.69,0
1,24,5,3,20.58,0,537.18,1522.09,2,83.72,24.892493049119555,2.8282173250585307,2059.27,0
1,24,6,0,55.38,1,1701.83,4840.15,1,94.15,30.18499467896417,2.842415273397814,6541.98,0
1,24,7,1,116.16,0,3374.08,8834.51,1,81.96,28.798907476954593,2.6175705464759353,12208.59,0
1,24,8,2,149.51,1,4713.61,13401.45,0,87.28,31.317586871304233,2.842536286140317,18115.06,2
1,24,9,0,132.92,0,3893.55,10583.35,1,76.15,29.07370071684588,2.717476987071677,14476.900000000001,2
1,24,10,2,44.42,0,1298.5,3615.99,1,79.77,28.588727432848962,2.782601000384763,4914.49,0
1,24,11,3,99.94,0,3159.82,8923.79,1,75.41,31.303942936397863,2.8232515613037124,12083.61,0
1,24,12,0,40.36,0,1159.76,2957.64,0,89.77,28.040618955512574,2.548020262586581,4117.4,0
1,25,1,0,116.69,0,3619.39,10736.32,0,86.27,30.75358993967202,2.965514764983883,14355.71,0
1,25,2,0,21.11,0,618.57,1789.58,0,81.47,27.97693351424695,2.8884226156850716,2408.15,0
1,25,3,2,90.67,0,2435.69,6402.17,1,78.9,26.57019744736555,2.6274043887404637,8837.86,0
1,25,4,3,69.39,1,2314.97,5805.05,0,81.72,32.88776814888478,2.5065307408990622,8120.02,0
1,25,5,1,123.09,0,3902.97,10306.37,1,75.15,31.452735917479245,2.6399716186343647,14209.34,0
1,25,6,1,46.3,1,1556.45,4080.87,2,79.42,32.90591966173362,2.6202253683906385,5637.32,0
1,25,7,2,79.29,1,2365.69,6279.92,2,74.78,29.464316851413624,2.6534611630589557,8645.61,0
1,25,8,3,86.94,0,2257.48,5963.28,1,76.82,25.670684557652947,2.6403953101200806,8220.76,0
1,25,9,2,76.14,1,2370.51,7091.6,0,83.0,30.729971480425203,2.9903310548975126,9462.11,0
1,25,10,0,111.16,1,3490.6,9870.22,0,75.47,31.121611982881596,2.826847290640394,13360.82,0
1,25,11,3,59.2,0,1855.35,5511.37,0,78.75,30.819767441860463,2.9689282732243383,7366.719999999999,0
1,25,12,0,74.35,1,2391.61,6789.18,1,88.16,31.740013271400137,2.8375623273329125,9180.79,0
1,26,1,0,70.18,1,2442.33,7137.17,1,72.99,34.31202584995785,2.9210831119824174,9579.5,0
1,26,2,3,132.71,0,4402.34,11167.9,1,93.17,32.92453817964251,2.5362338588435143,15570.24,2
1,26,3,3,145.24,0,4355.72,12783.02,2,92.2,29.784737417943106,2.934092620136249,17138.74,2
1,26,4,0,124.55,1,3221.29,9405.04,0,93.48,25.657427319792912,2.918744122968448,12626.330000000002,2
1,26,5,2,56.62,0,1567.98,4073.16,2,74.2,27.212426240888583,2.596056036405818,5641.139999999999,0
1,26,6,0,75.4,1,2228.26,5797.49,1,93.2,29.165706806282724,2.60063429119977,8025.75,0
1,26,7,0,48.44,0,1521.47,4171.58,1,89.5,30.774069579288028,2.740008013294186,5693.05,0
1,26,8,2,72.18,0,2278.17,6027.09,2,88.48,31.131046734080346,2.6444231891434162,8305.26,0
1,26,9,1,123.37,0,3651.09,10789.23,0,73.17,29.35667765538313,2.954261806253405,14440.32,0
1,26,10,3,82.41,0,2577.71,7055.33,2,90.0,30.904088238820286,2.7359920270212625,9633.04,0
1,26,11,1,51.36,0,1341.02,3385.15,0,83.38,25.61153552330023,2.522428875873683,4726.17,0
1,26,12,2,105.32,1,3220.73,9016.57,2,84.24,30.292795334838225,2.798673383554798,12237.3,0
2,27,1,0,50.49,0,911.43,2466.31,0,83.71,17.70110701107011,2.703012833861228,3377.74,0
2,27,2,0,199.66,0,2408.12,6655.18,0,93.63,12.000996710854182,2.762494188749419,9063.3,2
2,27,3,2,161.15,0,2398.63,6323.16,0,74.82,14.792661116250386,2.6350562378366664,8721.79,2
2,27,4,0,176.37,0,1878.65,4900.56,0,89.74,10.591700964086373,2.6071662277551675,6779.210000000001,2
2,27,5,3,163.95,0,2361.21,5953.0,2,84.6,14.314701424674144,2.520097705115125,8314.21,2
2,27,6,3,97.93,0,1208.32,3328.55,0,76.77,12.21388860810674,2.752414580094599,4536.87,0
2,27,7,1,80.13,0,1147.85,3081.36,0,86.62,14.148280537409097,2.6821256038647348,4229.21,0
2,27,8,1,56.25,0,748.0,2136.58,0,94.29,13.065502183406114,2.852576769025367,2884.58,0
2,27,9,0,111.94,0,2069.27,5984.36,0,78.53,18.32185231096157,2.890618131934482,8053.629999999999,0
2,27,10,0,143.42,0,2604.36,7652.68,1,83.18,18.03323639385127,2.937283139374213,10257.04,2
2,27,11,1,145.07,0,1926.59,5701.91,0,87.04,13.189498185801328,2.958051245337442,7628.5,2
2,27,12,0,161.25,0,2223.46,5679.22,2,79.91,13.703913713405239,2.553078050403244,7902.68,2
1,28,1,1,102.75,1,3509.4,10310.95,0,85.79,33.8255421686747,2.937257862351869,13820.35,0
1,28,2,3,109.11,1,3463.74,9329.6,1,93.53,31.457088366179274,2.6927273042133035,12793.34,0
1,28,3,1,127.94,0,3880.47,10708.58,2,71.19,30.095160539785947,2.758898046358725,14589.05,2
1,28,4,1,125.84,1,3682.11,10565.0,0,84.25,29.02956480605487,2.868499718987486,14247.11,2
1,28,5,1,46.93,0,1383.17,4103.98,2,86.05,28.85812643438348,2.964939277689879,5487.15,0
1,28,6,2,73.36,0,2092.97,6085.27,1,82.87,28.14644970414201,2.9060922553809276,8178.24,0
1,28,7,1,45.85,0,1229.24,3194.38,2,84.61,26.23778014941302,2.5965502666146443,4423.62,0
1,28,8,2,85.2,1,2884.59,8144.91,1,78.68,33.463921113689096,2.8226151324339215,11029.5,0
1,28,9,2,148.29,0,4784.83,14176.15,0,92.02,32.05057271083127,2.962108975872524,18960.98,2
1,28,10,1,37.16,1,1202.46,3089.79,0,72.66,31.51100628930818,2.5674222658002757,4292.25,0
1,28,11,2,111.21,0,3728.18,10477.94,0,91.23,33.22502450761964,2.809716881459195,14206.12,0
1,28,12,2,125.81,1,4123.7,10755.6,2,79.42,32.518728806876425,2.607607826023711,14879.3,2
0,29,1,2,178.42,0,4428.52,11684.43,0,72.05,24.682421134767587,2.6378546659683213,16112.95,2
0,29,2,1,116.18,0,3149.58,8825.4,2,78.21,26.878136200716845,2.801198509480794,11974.98,0
0,29,3,2,52.83,1,1268.79,3585.41,0,89.61,23.570313951328256,2.8236243788342956,4854.2,0
0,29,4,1,197.35,1,4085.84,11880.69,2,75.81,20.599142929165616,2.9070602225680475,15966.53,2
0,29,5,1,90.8,0,2173.52,5582.82,0,72.58,23.67668845315904,2.567380387395839,7756.34,0
0,29,6,2,159.71,1,3630.67,10442.54,0,73.67,22.59143799390206,2.8754099353740843,14073.210000000001,2
0,29,7,3,56.54,1,1278.36,3341.75,1,88.14,22.216892596454638,2.6120482116058032,4620.11,0
0,29,8,0,169.72,0,5088.27,13786.21,1,79.06,29.804768041237118,2.708877697587276,18874.48,2
0,29,9,3,84.41,0,1730.23,4416.29,2,93.28,20.25793232642548,2.5509551012863687,6146.52,0
0,29,10,0,104.55,1,2977.87,7719.69,0,75.67,28.212884888678353,2.5914826763168586,10697.56,0
0,29,11,3,184.31,0,4705.79,13278.47,0,80.53,25.39415034266904,2.821130749406708,17984.26,2
0,29,12,0,192.57,0,3950.67,11202.54,2,93.98,20.409515937386992,2.8348875285638733,15153.210000000001,2
0,30,1,1,119.07,0,3379.44,9940.69,0,83.56,28.145581743982678,2.9406497379039416,13320.130000000001,0
0,30,2,3,142.02,0,3229.17,8272.74,2,70.44,22.578450566354356,2.5610850202930493,11501.91,2
0,30,3,0,153.6,1,3924.42,11714.41,0,84.44,25.384346701164297,2.9842437242384254,15638.83,2
0,30,4,3,173.93,1,4378.45,12796.79,2,94.59,25.02972617618476,2.922008471383393,17175.24,2
0,30,5,2,132.95,0,3895.75,11071.89,1,73.91,29.0836132885405,2.8413139154423557,14967.64,2
0,30,6,3,163.94,0,4122.72,11938.53,1,85.64,24.995271007639143,2.895087445316365,16061.25,2
0,30,7,3,112.35,1,2928.31,7878.63,2,84.84,25.834230260255847,2.689585602070112,10806.94,0
0,30,8,0,127.69,1,2761.43,6998.65,0,84.43,21.457999844587768,2.533512161394135,9760.08,2
0,30,9,1,195.73,1,4445.42,11503.01,0,71.63,22.596553652213696,2.587027316357879,15948.43,2
0,30,10,1,90.3,1,1891.16,5468.73,0,81.8,20.713691128148962,2.8902048452562146,7359.889999999999,0
0,30,11,0,85.73,0,2432.55,6717.69,2,78.56,28.047388446904186,2.7604487271681286,9150.24,0
0,30,12,2,120.54,0,3137.42,7948.62,0,71.47,25.813888431792,2.5326820502036056,11086.04,0
3,31,1,2,453.14,1,21961.99,65037.14,2,70.12,48.3595146871009,2.9612152079475513,86999.13,1
3,31,2,2,396.65,0,19150.2,49427.38,0,78.79,48.15843078083743,2.580902502193074,68577.58,1
3,31,3,2,280.92,0,13611.66,35537.02,1,77.26,48.28199489216799,2.6105860280062823,49148.67999999999,2
3,31,4,0,404.44,0,16565.5,45631.07,1,76.19,40.85808011049724,2.7544182537047655,62196.57,1
3,31,5,0,348.93,0,16919.62,48565.92,0,88.55,48.351441716914806,2.8702210675495343,65485.53999999999,1
3,31,6,2,317.2,1,10763.02,31798.24,2,86.21,33.82470144563168,2.954123087842646,42561.26,1
3,31,7,1,276.72,1,11914.77,32859.83,0,77.02,42.902095635892266,2.7576757523852846,44774.600000000006,2
3,31,8,0,111.72,0,4098.19,10954.68,2,74.78,36.35725691980127,2.6724011329067454,15052.869999999999,0
3,31,9,2,136.97,0,4733.49,14040.17,1,87.94,34.30811045879539,2.9655084285741444,18773.66,2
3,31,10,2,74.78,0,3164.84,8375.31,1,86.11,41.7635259963051,2.6455253581987717,11540.15,0
3,31,11,3,183.77,1,6814.82,19892.07,0,81.98,36.882719056123825,2.9185145734482427,26706.89,2
3,31,12,1,129.96,1,4911.56,14207.9,0,78.55,37.50427611484423,2.892158060156008,19119.46,2
1,32,1,1,42.22,1,1196.1,3267.01,2,90.64,27.674687644608976,2.7291036671957234,4463.110000000001,0
1,32,2,3,122.92,0,4096.55,10579.78,0,84.81,33.05802130406714,2.5819770350575344,14676.330000000002,0
1,32,3,1,41.3,1,1351.18,3471.03,0,84.66,31.94278959810875,2.566988122883048,4822.21,0
1,32,4,0,76.21,0,2371.08,6269.5,0,78.01,30.709493588913354,2.6430390206063876,8640.58,0
1,32,5,1,128.17,1,3322.06,9267.98,0,88.53,25.718510490051873,2.7889896661510774,12590.039999999999,2
1,32,6,0,117.24,1,3530.47,10465.35,2,93.33,29.858508119079836,2.96345431222692,13995.82,0
1,32,7,0,91.81,1,2731.01,7276.37,2,77.8,29.425816183600908,2.6633760491359837,10007.380000000001,0
1,32,8,1,30.59,0,885.05,2334.45,0,94.09,28.016777461221903,2.6346707296427967,3219.5,0
1,32,9,0,65.41,1,2204.43,6020.19,0,81.55,33.19424785423882,2.729712573058315,8224.619999999999,0
1,32,10,1,127.82,0,4352.54,12953.09,0,89.58,33.78776587486416,2.9753005600040425,17305.63,2
1,32,11,1,46.73,0,1328.9,3536.98,0,85.59,27.842028074586217,2.6595834273253627,4865.88,0
1,32,12,1,87.8,1,2891.55,8547.0,0,88.64,32.5625,2.9548322414478574,11438.55,0
2,33,1,3,133.7,0,2056.93,6096.58,1,93.82,15.270452858203415,2.9624817170652067,8153.51,2
2,33,2,1,45.96,0,657.94,1753.81,1,71.33,14.010647359454856,2.6615625094849302,2411.75,0
2,33,3,2,46.16,0,510.11,1429.25,0,82.52,10.816581849024598,2.796364774706032,1939.3600000000001,0
2,33,4,1,102.86,0,1157.14,3378.35,0,78.44,11.141344117080687,2.9170480252819173,4535.49,0
2,33,5,0,130.82,0,2317.01,6664.31,1,88.72,17.577074798968294,2.875013481391366,8981.32,2
2,33,6,2,183.03,0,2657.55,6870.3,1,71.2,14.440852034994295,2.584228244719866,9527.85,2
2,33,7,0,107.69,0,1296.57,3317.65,0,79.2,11.92906431134419,2.5568177439367434,4614.22,0
2,33,8,0,190.55,0,2445.97,6932.22,0,84.11,12.769355259723309,2.8329811971540315,9378.19,2
2,33,9,2,138.38,0,2079.81,5302.76,2,82.93,14.9218682737839,2.5484114359312002,7382.57,2
2,33,10,0,99.72,0,1899.94,5461.75,1,77.37,18.86358220810167,2.8731837932812185,7361.6900000000005,0
2,33,11,2,35.57,0,411.14,1200.48,1,94.45,11.242548537052228,2.912796622506915,1611.62,0
2,33,12,3,158.83,0,1720.68,4683.28,2,81.66,10.765688544078083,2.7201802890200266,6403.96,2
0,34,1,2,181.72,0,4957.67,14847.03,0,88.51,27.132607267950963,2.994155690941321,19804.7,2
0,34,2,0,124.67,1,2816.44,8150.61,1,70.01,22.411394923211585,2.8929134249531487,10967.05,2
0,34,3,2,132.46,1,3345.33,9659.37,0,93.83,25.066162145961336,2.886556316920328,13004.7,2
0,34,4,3,170.88,0,4849.39,12140.21,0,83.08,28.21381196183384,2.502934815550914,16989.6,2
0,34,5,1,127.75,1,2942.16,8502.55,1,76.28,22.851728155339806,2.8889187132198044,11444.71,2
0,34,6,2,190.58,1,5141.35,13793.36,1,92.18,26.836569579288025,2.6823067274689585,18934.71,2
0,34,7,2,92.16,1,2203.1,6449.77,2,73.02,23.648561614426793,2.9262601515357747,8652.87,0
0,34,8,3,100.91,0,3014.68,8736.39,1,84.56,29.5817878520263,2.8969884072580645,11751.07,0
0,34,9,0,182.15,1,4799.08,12304.07,0,75.62,26.203003003003,2.563305194913418,17103.15,2
0,34,10,2,100.77,1,2526.98,7289.02,2,91.51,24.830303625822935,2.883337684633581,9816.0,0
0,34,11,2,75.6,0,1751.39,5103.37,0,70.31,22.864099216710187,2.9122341487910792,6854.76,0
0,34,12,3,78.12,0,2151.93,6029.58,1,85.31,27.198306370070775,2.800639129000943,8181.51,0
3,35,1,0,448.32,1,18754.7,53733.29,0,86.66,41.74018516869937,2.8649045356878173,72487.99,1
3,35,2,0,165.73,0,6384.08,17499.87,0,75.4,38.28992982666587,2.740744047059708,23883.949999999997,2
3,35,3,0,254.38,1,11098.2,32881.74,2,71.52,43.457592607095314,2.962532434770073,43979.94,2
3,35,4,0,96.41,1,3617.35,9291.03,0,76.33,37.135304383533516,2.5677532577003332,12908.380000000001,0
3,35,5,3,476.75,1,17439.52,50669.16,2,90.34,36.50344322344323,2.9052551185400435,68108.68000000001,1
3,35,6,1,467.87,0,19764.07,50221.53,1,91.08,42.152558278414055,2.540923457392258,69985.6,1
3,35,7,1,202.99,0,6561.39,19317.08,1,91.05,32.16525319868621,2.9436043880354568,25878.47,2
3,35,8,1,413.97,1,18037.62,49624.5,1,80.29,43.46728679181627,2.751014212838898,67662.12,1
3,35,9,2,218.58,0,9294.25,26870.42,2,88.52,42.327397759358774,2.8907689411258435,36164.67,2
3,35,10,0,125.02,0,4854.02,12783.97,2,89.07,38.51785430883987,2.6331446626378465,17637.989999999998,2
3,35,11,1,327.54,1,11960.63,31050.58,1,72.98,36.405399646922746,2.5958485591010594,43011.21,1
3,35,12,0,414.72,0,19837.1,56666.52,0,71.18,47.71745405561435,2.8564489542849367,76503.62,1
3,36,1,1,253.43,0,9895.74,29503.63,0,93.17,38.89376252800377,2.981146316867979,39399.37,2
3,36,2,0,375.73,1,16279.94,47446.22,0,78.49,43.21381360656173,2.9142187121873797,63726.16,1
3,36,3,1,446.28,0,18321.43,51926.92,1,72.02,40.961880701126816,2.8340629490738944,70248.35,1
3,36,4,2,408.65,0,18825.88,48115.95,2,86.22,45.95601122909802,2.555704928272767,66941.83,1
3,36,5,2,379.02,1,18379.1,46287.32,1,85.81,48.363507183832425,2.5183388556101436,64666.42,1
3,36,6,2,366.05,0,14785.37,37002.93,0,71.11,40.28162375698134,2.502502642636428,51788.3,1
3,36,7,2,495.5,1,23070.0,59047.14,0,92.07,46.46525679758308,2.5593663040180314,82117.14,1
3,36,8,1,72.89,0,3150.3,8404.85,2,73.5,42.63499796995534,2.6671056389426586,11555.150000000001,0
3,36,9,0,116.18,0,4800.98,13419.8,2,78.94,40.97098480969448,2.7946388781294385,18220.78,0
3,36,10,1,195.05,1,6077.71,15658.75,2,78.62,31.000816118337156,2.5759988550202264,21736.46,2
3,36,11,1,250.25,1,9944.61,25961.1,1,85.52,39.580537313432835,2.610307462287381,35905.71,2
3,36,12,2,381.18,1,13264.76,36803.83,2,85.25,34.70814799309226,2.7743476438590777,50068.590000000004,1
1,37,1,2,59.55,1,1535.99,4051.51,2,89.63,25.367299752270853,2.6360028367133164,5587.5,0
1,37,2,1,131.76,1,4211.8,10736.86,1,88.94,31.72491714371799,2.5486279908849223,14948.66,2
1,37,3,3,117.17,1,3115.84,9065.72,0,82.46,26.367436743674368,2.908625402651403,12181.56,0
1,37,4,1,29.45,1,998.3,2773.11,1,88.05,32.78489326765189,2.7750525367757435,3771.41,0
1,37,5,1,33.08,1,986.77,2760.15,0,84.66,28.954518779342724,2.794324589732428,3746.92,0
1,37,6,2,106.45,1,3526.0,8864.01,0,83.93,32.81526291298278,2.5131868443436347,12390.01,0
1,37,7,2,33.06,0,869.0,2242.6,1,94.67,25.513799177921314,2.577701149425287,3111.6,0
1,37,8,3,102.12,0,2768.11,8268.36,1,75.02,26.843580294802173,2.9859268862558728,11036.470000000001,0
1,37,9,2,33.56,0,1009.83,2799.76,1,87.28,29.219618055555554,2.769763461709684,3809.59,0
1,37,10,0,106.87,1,3716.05,11138.72,0,93.4,34.449337165106144,2.9966559502831545,14854.77,0
1,37,11,2,40.59,1,1193.39,3442.23,0,85.01,28.694157249338783,2.881998342250019,4635.62,0
1,37,12,3,127.42,0,4428.47,12536.07,0,91.41,34.484270362871825,2.830151237055449,16964.54,2
0,38,1,0,144.44,0,4228.03,12596.75,0,71.52,29.070613311331133,2.9786381274192903,16824.78,2
0,38,2,1,187.48,1,4842.47,14403.64,1,86.07,25.69222198641766,2.9738266160418045,19246.11,2
0,38,3,1,191.49,0,4713.67,12613.72,2,83.45,24.48786949971427,2.6754194885326013,17327.39,2
0,38,4,2,193.79,1,5188.07,14723.97,1,79.68,26.63417013193696,2.8374968925067496,19912.04,2
0,38,5,2,167.56,0,4965.11,14693.19,0,72.25,29.456039392501186,2.9586920144741056,19658.3,2
0,38,6,1,88.41,1,2051.46,5621.43,2,87.44,22.944413376579803,2.7388743264180544,7672.89,0
0,38,7,3,64.28,1,1384.93,3983.49,1,81.44,21.215226715686274,2.874236072528915,5368.42,0
0,38,8,2,96.34,0,2659.86,6766.77,1,75.07,27.32545716046846,2.543076298640289,9426.630000000001,0
0,38,9,0,93.19,0,2257.04,6143.2,2,77.69,23.962628729164454,2.7205895378292677,8400.24,0
0,38,10,1,154.83,1,3553.77,10240.13,1,77.42,22.805428993133543,2.8806730111934105,13793.9,2
0,38,11,2,57.27,0,1205.32,3157.95,0,70.76,20.685086665522565,2.617837721334306,4363.2699999999995,0
0,38,12,0,105.25,0,2972.94,7561.33,2,82.3,27.980611764705884,2.54252943906064,10534.27,0
0,39,1,1,95.26,0,2740.5,7939.14,2,81.09,28.46976937461043,2.895910997629035,10679.64,0
0,39,2,3,181.2,1,5354.46,15260.05,0,72.3,29.387815587266743,2.8494377700514986,20614.51,2
0,39,3,2,177.71,1,3628.23,9178.14,2,70.12,20.30233338928991,2.5289496670092553,12806.369999999999,2
0,39,4,2,60.04,1,1617.92,4160.49,1,71.53,26.50589777195282,2.569916981691498,5778.41,0
0,39,5,3,88.93,1,2630.24,6638.61,1,78.2,29.247637051039693,2.5229967619829434,9268.849999999999,0
0,39,6,0,181.58,1,4467.77,12027.63,0,89.95,24.470204841713223,2.6914855765680485,16495.4,2
0,39,7,0,132.0,1,3553.16,9170.97,2,78.94,26.715488721804512,2.580348099128908,12724.13,2
0,39,8,3,167.28,0,4474.19,13342.81,1,88.66,26.587770382695506,2.9815069304320043,17817.0,2
0,39,9,1,194.52,0,5560.6,15895.62,1,79.52,28.44005728314239,2.858101985040276,21456.22,2
0,39,10,2,168.83,0,4583.63,12698.37,0,90.81,26.9895189306954,2.7697698614719184,17282.0,2
0,39,11,1,66.86,1,1383.07,3680.4,0,94.9,20.381226053639846,2.659114062150036,5063.47,0
0,39,12,3,157.08,0,3621.0,10415.05,0,91.89,22.906123481781375,2.875496963003865,14036.05,2
1,40,1,3,138.57,1,3906.66,10771.52,2,86.99,27.990685677437845,2.756514128660119,14678.18,2
1,40,2,3,87.13,0,2663.62,7841.89,1,92.24,30.223760354022467,2.9429674775390113,10505.51,0
1,40,3,0,40.22,1,1349.04,3538.38,0,81.25,32.727802037845706,2.620944564605493,4887.42,0
1,40,4,1,102.82,1,3252.44,8815.9,2,78.2,31.327682527451362,2.709716484705419,12068.34,0
1,40,5,2,59.81,0,1558.4,3913.09,2,74.43,25.627363920407827,2.509356162626651,5471.49,0
1,40,6,2,88.01,0,2614.95,7250.88,0,84.21,29.378159757330632,2.771796097020203,9865.83,0
1,40,7,3,34.72,1,944.62,2509.99,0,75.21,26.445128779395297,2.654332607178359,3454.6099999999997,0
1,40,8,2,83.88,1,2312.1,5843.49,0,81.38,27.23963242224317,2.526259132765553,8155.59,0
1,40,9,3,28.8,0,879.48,2465.78,1,74.63,29.51275167785235,2.8004951844448485,3345.26,0
1,40,10,3,94.37,0,2838.58,7452.16,0,83.82,29.763867044143858,2.62438811373513,10290.74,0
1,40,11,2,42.76,0,1483.23,4385.76,1,90.1,33.89465265082267,2.954905910808972,5868.99,0
1,40,12,0,27.68,0,711.15,1788.04,0,75.02,24.79602510460251,2.5107631819139224,2499.19,0
3,41,1,0,52.87,0,2553.1,6770.75,0,81.6,47.39372563578986,2.650933792725422,9323.85,0
3,41,2,2,385.78,0,17682.58,48396.39,0,75.93,45.717410414188954,2.7367982048883763,66078.97,1
3,41,3,0,52.64,0,2080.57,6016.3,2,73.7,38.78765846383296,2.890270324802913,8096.870000000001,0
3,41,4,1,82.52,1,2715.02,7103.44,1,74.18,32.50742337164751,2.615385748264004,9818.46,0
3,41,5,2,261.04,0,11636.13,29967.22,1,93.04,44.40593039230651,2.5751383717462986,41603.35,2
3,41,6,2,334.93,0,15068.67,39630.01,1,83.98,44.85657726312029,2.629786186426113,54698.68,1
3,41,7,3,420.75,0,17261.44,48925.78,2,70.11,40.92813278008298,2.834233167501234,66187.22,1
3,41,8,1,214.34,1,10505.28,31381.37,2,83.06,48.78461967121761,2.986915444857742,41886.65,2
3,41,9,3,75.25,1,2339.56,6090.58,2,74.1,30.682754098360654,2.602189219673924,8430.14,0
3,41,10,1,222.44,1,8639.41,24557.5,1,71.64,38.66545828857859,2.842168369325067,33196.91,2
3,41,11,1,138.63,1,5145.1,14632.48,1,77.61,36.84809854615771,2.8434115155166046,19777.58,2
3,41,12,0,279.1,1,9226.05,26851.42,2,82.94,32.93841485183862,2.9100763515966643,36077.47,2
2,42,1,3,104.31,0,1320.92,3764.19,0,76.5,12.543158294558921,2.8475172476397965,5085.110000000001,0
2,42,2,2,112.46,0,1807.78,5299.98,2,70.83,15.93319231447206,2.9301407578588883,7107.759999999999,0
2,42,3,2,169.38,0,2387.59,6625.09,2,70.11,14.013323159995306,2.773640515952926,9012.68,2
2,42,4,3,22.13,0,252.26,745.93,1,86.52,10.906182447038479,2.945313116954908,998.1899999999999,0
2,42,5,3,44.26,0,639.99,1727.3,0,87.98,14.140300486080426,2.6947378274232046,2367.29,0
2,42,6,1,26.44,0,312.74,804.45,0,74.41,11.397230320699709,2.5640657869573533,1117.19,0
2,42,7,3,174.74,0,3080.41,8903.26,2,74.19,17.52822351200637,2.8893461110335856,11983.67,2
2,42,8,2,81.98,0,1326.33,3652.42,1,77.44,15.983731019522775,2.751704549735183,4978.75,0
